Set Name,Card #,Player Name,Team,Position
2018-19 Upper Deck Series 2,283,Petr Mrazek,N/A,N/A
2018-19 Upper Deck Series 2,284,Curtis McElhinney,N/A,N/A
2018-19 Upper Deck Series 2,285,Justin Faulk,N/A,N/A
2018-19 Upper Deck Series 2,286,Dougie Hamilton,N/A,N/A
2018-19 Upper Deck Series 2,287,Teuvo Teravainen,N/A,N/A
2018-19 Upper Deck Series 2,288,Calvin de Haan,N/A,N/A
2018-19 Upper Deck Series 2,289,Brett Pesce,N/A,N/A
2018-19 Upper Deck Series 2,290,Michael Ferland,N/A,N/A
2018-19 Upper Deck Series 2,291,Marcus Kruger,N/A,N/A
2018-19 Upper Deck Series 2,292,Brent Seabrook,N/A,N/A
2018-19 Upper Deck Series 2,293,Jonathan Toews,N/A,N/A
2018-19 Upper Deck Series 2,294,Duncan Keith,N/A,N/A
2018-19 Upper Deck Series 2,295,Chris Kunitz,N/A,N/A
2018-19 Upper Deck Series 2,296,Cam Ward,N/A,N/A
2018-19 Upper Deck Series 2,297,Tyson Jost,N/A,N/A
2018-19 Upper Deck Series 2,298,Gabriel Landeskog,N/A,N/A
2018-19 Upper Deck Series 2,299,Mikko Rantanen,N/A,N/A
2018-19 Upper Deck Series 2,300,Tyson Barrie,N/A,N/A
2018-19 Upper Deck Series 2,301,Philipp Grubauer,N/A,N/A
2018-19 Upper Deck Series 2,302,Ian Cole,N/A,N/A
2018-19 Upper Deck Series 2,303,Oliver Bjorkstrand,N/A,N/A
2018-19 Upper Deck Series 2,304,Zach Werenski,N/A,N/A
2018-19 Upper Deck Series 2,305,Artemi Panarin,N/A,N/A
2018-19 Upper Deck Series 2,306,Alexander Wennberg,N/A,N/A
2018-19 Upper Deck Series 2,307,Ryan Murray,N/A,N/A
2018-19 Upper Deck Series 2,308,Boone Jenner,N/A,N/A
2018-19 Upper Deck Series 2,309,Mattias Janmark-Nylen,N/A,N/A
2018-19 Upper Deck Series 2,310,Tyler Seguin,N/A,N/A
2018-19 Upper Deck Series 2,311,Alexander Radulov,N/A,N/A
2018-19 Upper Deck Series 2,312,Marc Methot,N/A,N/A
2018-19 Upper Deck Series 2,313,Valeri Nichushkin,N/A,N/A
2018-19 Upper Deck Series 2,314,Connor Carrick,N/A,N/A
2018-19 Upper Deck Series 2,315,Dylan Larkin,N/A,N/A
2018-19 Upper Deck Series 2,316,Andreas Athanasiou,N/A,N/A
2018-19 Upper Deck Series 2,317,Jonathan Bernier,N/A,N/A
2018-19 Upper Deck Series 2,318,Mike Green,N/A,N/A
2018-19 Upper Deck Series 2,319,Niklas Kronwall,N/A,N/A
2018-19 Upper Deck Series 2,320,Gustav Nyquist,N/A,N/A
2018-19 Upper Deck Series 2,321,Frans Nielsen,N/A,N/A
2018-19 Upper Deck Series 2,322,Milan Lucic,N/A,N/A
2018-19 Upper Deck Series 2,323,Adam Larsson,N/A,N/A
2018-19 Upper Deck Series 2,324,Darnell Nurse,N/A,N/A
2018-19 Upper Deck Series 2,325,Mikko Koskinen,N/A,N/A
2018-19 Upper Deck Series 2,326,Tobias Rieder,N/A,N/A
2018-19 Upper Deck Series 2,327,Ryan Spooner,N/A,N/A
2018-19 Upper Deck Series 2,328,Derek MacKenzie,N/A,N/A
2018-19 Upper Deck Series 2,329,Mike Hoffman,N/A,N/A
2018-19 Upper Deck Series 2,330,Roberto Luongo,N/A,N/A
2018-19 Upper Deck Series 2,331,Aleksander Barkov,N/A,N/A
2018-19 Upper Deck Series 2,332,Keith Yandle,N/A,N/A
2018-19 Upper Deck Series 2,333,Vincent Trocheck,N/A,N/A
2018-19 Upper Deck Series 2,334,Jeff Carter,N/A,N/A
2018-19 Upper Deck Series 2,335,Ilya Kovalchuk,N/A,N/A
2018-19 Upper Deck Series 2,336,Jonathan Quick,N/A,N/A
2018-19 Upper Deck Series 2,337,Drew Doughty,N/A,N/A
2018-19 Upper Deck Series 2,338,Jake Muzzin,N/A,N/A
2018-19 Upper Deck Series 2,339,Tyler Toffoli,N/A,N/A
2018-19 Upper Deck Series 2,340,Joel Eriksson-Ek,N/A,N/A
2018-19 Upper Deck Series 2,341,Ryan Suter,N/A,N/A
2018-19 Upper Deck Series 2,342,Mikael Granlund,N/A,N/A
2018-19 Upper Deck Series 2,343,Jason Zucker,N/A,N/A
2018-19 Upper Deck Series 2,344,Mathew Dumba,N/A,N/A
2018-19 Upper Deck Series 2,345,Nino Niederreiter,N/A,N/A
2018-19 Upper Deck Series 2,346,Charlie Coyle,N/A,N/A
2018-19 Upper Deck Series 2,347,Phillip Danault,N/A,N/A
2018-19 Upper Deck Series 2,348,Max Domi,N/A,N/A
2018-19 Upper Deck Series 2,349,Artturi Lehkonen,N/A,N/A
2018-19 Upper Deck Series 2,350,Tomas Tatar,N/A,N/A
2018-19 Upper Deck Series 2,351,Mike Reilly,N/A,N/A
2018-19 Upper Deck Series 2,352,Ryan Ellis,N/A,N/A
2018-19 Upper Deck Series 2,353,Nick Bonino,N/A,N/A
2018-19 Upper Deck Series 2,354,Filip Forsberg,N/A,N/A
2018-19 Upper Deck Series 2,355,P.K. Subban,N/A,N/A
2018-19 Upper Deck Series 2,356,Juuse Saros,N/A,N/A
2018-19 Upper Deck Series 2,357,Viktor Arvidsson,N/A,N/A
2018-19 Upper Deck Series 2,358,Marcus Johansson,N/A,N/A
2018-19 Upper Deck Series 2,359,Kyle Palmieri,N/A,N/A
2018-19 Upper Deck Series 2,360,Blake Coleman,N/A,N/A
2018-19 Upper Deck Series 2,361,Taylor Hall,N/A,N/A
2018-19 Upper Deck Series 2,362,Travis Zajac,N/A,N/A
2018-19 Upper Deck Series 2,363,Cory Schneider,N/A,N/A
2018-19 Upper Deck Series 2,364,Keith Kinkaid,N/A,N/A
2018-19 Upper Deck Series 2,365,Thomas Greiss,N/A,N/A
2018-19 Upper Deck Series 2,366,Robin Lehner,N/A,N/A
2018-19 Upper Deck Series 2,367,Valtteri Filppula,N/A,N/A
2018-19 Upper Deck Series 2,368,Leo Komarov,N/A,N/A
2018-19 Upper Deck Series 2,369,Joshua Bailey,N/A,N/A
2018-19 Upper Deck Series 2,370,Brock Nelson,N/A,N/A
2018-19 Upper Deck Series 2,371,Ryan Pulock,N/A,N/A
2018-19 Upper Deck Series 2,372,Adam McQuaid,N/A,N/A
2018-19 Upper Deck Series 2,373,Brendan Smith,N/A,N/A
2018-19 Upper Deck Series 2,374,Henrik Lundqvist,N/A,N/A
2018-19 Upper Deck Series 2,375,Kevin Hayes,N/A,N/A
2018-19 Upper Deck Series 2,376,Chris Kreider,N/A,N/A
2018-19 Upper Deck Series 2,377,Ryan Strome,N/A,N/A
2018-19 Upper Deck Series 2,378,Jimmy Vesey,N/A,N/A
2018-19 Upper Deck Series 2,379,Colin White,N/A,N/A
2018-19 Upper Deck Series 2,380,Ryan Dzingel,N/A,N/A
2018-19 Upper Deck Series 2,381,Bobby Ryan,N/A,N/A
2018-19 Upper Deck Series 2,382,Cody Ceci,N/A,N/A
2018-19 Upper Deck Series 2,383,Matt Duchene,N/A,N/A
2018-19 Upper Deck Series 2,384,Mikkel Boedker,N/A,N/A
2018-19 Upper Deck Series 2,385,Robert Hagg,N/A,N/A
2018-19 Upper Deck Series 2,386,Radko Gudas,N/A,N/A
2018-19 Upper Deck Series 2,387,James Van Riemsdyk,N/A,N/A
2018-19 Upper Deck Series 2,388,Jakub Voracek,N/A,N/A
2018-19 Upper Deck Series 2,389,Wayne Simmonds,N/A,N/A
2018-19 Upper Deck Series 2,390,Brian Elliott,N/A,N/A
2018-19 Upper Deck Series 2,391,Dominik Simon,N/A,N/A
2018-19 Upper Deck Series 2,392,Sidney Crosby,N/A,N/A
2018-19 Upper Deck Series 2,393,Jack Johnson,N/A,N/A
2018-19 Upper Deck Series 2,394,Jake Guentzel,N/A,N/A
2018-19 Upper Deck Series 2,395,Olli Maatta,N/A,N/A
2018-19 Upper Deck Series 2,396,Phil Kessel,N/A,N/A
2018-19 Upper Deck Series 2,397,Brian Dumoulin,N/A,N/A
2018-19 Upper Deck Series 2,398,Erik Karlsson,N/A,N/A
2018-19 Upper Deck Series 2,399,Brent Burns,N/A,N/A
2018-19 Upper Deck Series 2,400,Joe Pavelski,N/A,N/A
2018-19 Upper Deck Series 2,401,Joe Thornton,N/A,N/A
2018-19 Upper Deck Series 2,402,Tomas Hertl,N/A,N/A
2018-19 Upper Deck Series 2,403,Justin Braun,N/A,N/A
2018-19 Upper Deck Series 2,404,Joonas Donskoi,N/A,N/A
2018-19 Upper Deck Series 2,405,David Perron,N/A,N/A
2018-19 Upper Deck Series 2,406,Ryan O'Reilly,N/A,N/A
2018-19 Upper Deck Series 2,407,Tyler Bozak,N/A,N/A
2018-19 Upper Deck Series 2,408,Patrick Maroon,N/A,N/A
2018-19 Upper Deck Series 2,409,Robby Fabbri,N/A,N/A
2018-19 Upper Deck Series 2,410,Alex Pietrangelo,N/A,N/A
2018-19 Upper Deck Series 2,411,Jake Allen,N/A,N/A
2018-19 Upper Deck Series 2,412,Nikita Kucherov,N/A,N/A
2018-19 Upper Deck Series 2,413,Victor Hedman,N/A,N/A
2018-19 Upper Deck Series 2,414,Tyler Johnson,N/A,N/A
2018-19 Upper Deck Series 2,415,J.T. Miller,N/A,N/A
2018-19 Upper Deck Series 2,416,Yanni Gourde,N/A,N/A
2018-19 Upper Deck Series 2,417,Alexander Killorn,N/A,N/A
2018-19 Upper Deck Series 2,418,Auston Matthews,N/A,N/A
2018-19 Upper Deck Series 2,419,John Tavares,N/A,N/A
2018-19 Upper Deck Series 2,420,Nazem Kadri,N/A,N/A
2018-19 Upper Deck Series 2,421,Jake Gardiner,N/A,N/A
2018-19 Upper Deck Series 2,422,Kasperi Kapanen,N/A,N/A
2018-19 Upper Deck Series 2,423,Brandon Sutter,N/A,N/A
2018-19 Upper Deck Series 2,424,Jake Virtanen,N/A,N/A
2018-19 Upper Deck Series 2,425,Bo Horvat,N/A,N/A
2018-19 Upper Deck Series 2,426,Antoine Roussel,N/A,N/A
2018-19 Upper Deck Series 2,427,Jay Beagle,N/A,N/A
2018-19 Upper Deck Series 2,428,Chris Tanev,N/A,N/A
2018-19 Upper Deck Series 2,429,Loui Eriksson,N/A,N/A
2018-19 Upper Deck Series 2,430,Max Pacioretty,N/A,N/A
2018-19 Upper Deck Series 2,431,Paul Stastny,N/A,N/A
2018-19 Upper Deck Series 2,432,Brayden McNabb,N/A,N/A
2018-19 Upper Deck Series 2,433,William Karlsson,N/A,N/A
2018-19 Upper Deck Series 2,434,Nate Schmidt,N/A,N/A
2018-19 Upper Deck Series 2,435,Shea Theodore,N/A,N/A
2018-19 Upper Deck Series 2,436,Cody Eakin,N/A,N/A
2018-19 Upper Deck Series 2,437,Evgeny Kuznetsov,N/A,N/A
2018-19 Upper Deck Series 2,438,John Carlson,N/A,N/A
2018-19 Upper Deck Series 2,439,Tom Wilson,N/A,N/A
2018-19 Upper Deck Series 2,440,T.J. Oshie,N/A,N/A
2018-19 Upper Deck Series 2,441,Brett Connolly,N/A,N/A
2018-19 Upper Deck Series 2,442,Michal Kempny,N/A,N/A
2018-19 Upper Deck Series 2,443,Mark Scheifele,N/A,N/A
2018-19 Upper Deck Series 2,444,Nikolaj Ehlers,N/A,N/A
2018-19 Upper Deck Series 2,445,Jacob Trouba,N/A,N/A
2018-19 Upper Deck Series 2,446,Patrik Laine,N/A,N/A
2018-19 Upper Deck Series 2,447,Adam Lowry,N/A,N/A
2018-19 Upper Deck Series 2,448,Bryan Little,N/A,N/A
2018-19 Upper Deck Series 2,449,Checklist,N/A,N/A
2018-19 Upper Deck Series 2,450,Checklist,N/A,N/A
2018-19 Upper Deck Series 2,451,Andrei Svechnikov [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,452,Nicolas Aube-Kubel [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,453,Casey Mittelstadt [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,454,Jaret Anderson-Dolan [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,455,Erik Cernak [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,456,Jeremy Lauzon [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,457,John Gilmour [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,458,Sheldon Rempal [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,459,Eric Robinson [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,460,Christian Wolanin [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,461,Henrik Borgstrom [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,462,Matt Luff [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,463,Ilya Samsonov [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,464,Matthew Highmore [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,465,Jacob MacDonald [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,466,Isac Lundestrom [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,467,Gavin Bayreuther [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,468,Urho Vaakanainen [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,469,Joe Hicketts [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,470,Spencer Foo [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,471,Cal Petersen [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,472,Robert Thomas [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,473,Joey Anderson [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,474,Sami Niku [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,475,Cooper Marody [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,476,Nicolas Roy [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,477,Juuso Valimaki [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,478,Steven Fogarty [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,479,Ethan Bear [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,480,Brett Seney [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,481,Victor Ejdsell [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,482,Noah Juulsen [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,483,Mathieu Joseph [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,484,Drake Batherson [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,485,Juho Lammikko [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,486,Dominic Turgeon [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,487,Sam Steel [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,488,Dylan Gambrell [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,489,Dylan Sikura [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,490,Alexandre Fortin [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,491,Carter Hart [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,492,Andreas Johnsson [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,493,Daniel Vladar [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,494,Clark Bishop [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,495,Rourke Chartier [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,496,Zachary Aston-Reese [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,497,Lias Andersson [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,498,Jakub Zboril [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,499,Brady Tkachuk [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,500,Checklist [Young Guns],N/A,N/A
2019-20 Upper Deck Series 2,251,John Tavares,N/A,N/A
2019-20 Upper Deck Series 2,252,Alexander Kerfoot,N/A,N/A
2019-20 Upper Deck Series 2,253,Cody Ceci,N/A,N/A
2019-20 Upper Deck Series 2,254,Jason Spezza,N/A,N/A
2019-20 Upper Deck Series 2,255,Tyson Barrie,N/A,N/A
2019-20 Upper Deck Series 2,256,Mitch Marner,N/A,N/A
2019-20 Upper Deck Series 2,257,Patrice Bergeron,N/A,N/A
2019-20 Upper Deck Series 2,258,Charlie McAvoy,N/A,N/A
2019-20 Upper Deck Series 2,259,Matt Grzelcyk,N/A,N/A
2019-20 Upper Deck Series 2,260,Danton Heinen,N/A,N/A
2019-20 Upper Deck Series 2,261,Brandon Carlo,N/A,N/A
2019-20 Upper Deck Series 2,262,David Backes,N/A,N/A
2019-20 Upper Deck Series 2,263,Carter Hutton,N/A,N/A
2019-20 Upper Deck Series 2,264,Jack Eichel,N/A,N/A
2019-20 Upper Deck Series 2,265,Jeff Skinner,N/A,N/A
2019-20 Upper Deck Series 2,266,Jimmy Vesey,N/A,N/A
2019-20 Upper Deck Series 2,267,Brandon Montour,N/A,N/A
2019-20 Upper Deck Series 2,268,Marcus Johansson,N/A,N/A
2019-20 Upper Deck Series 2,269,Colin Miller,N/A,N/A
2019-20 Upper Deck Series 2,270,Steven Stamkos,N/A,N/A
2019-20 Upper Deck Series 2,271,Brayden Point,N/A,N/A
2019-20 Upper Deck Series 2,272,Andrei Vasilevskiy,N/A,N/A
2019-20 Upper Deck Series 2,273,Ryan McDonagh,N/A,N/A
2019-20 Upper Deck Series 2,274,Mikhail Sergachev,N/A,N/A
2019-20 Upper Deck Series 2,275,Braydon Coburn,N/A,N/A
2019-20 Upper Deck Series 2,276,Kevin Shattenkirk,N/A,N/A
2019-20 Upper Deck Series 2,277,Justin Abdelkader,N/A,N/A
2019-20 Upper Deck Series 2,278,Andreas Athanasiou,N/A,N/A
2019-20 Upper Deck Series 2,279,Madison Bowey,N/A,N/A
2019-20 Upper Deck Series 2,280,Jim Howard,N/A,N/A
2019-20 Upper Deck Series 2,281,Anthony Mantha,N/A,N/A
2019-20 Upper Deck Series 2,282,Robby Fabbri,N/A,N/A
2019-20 Upper Deck Series 2,283,Valtteri Filppula,N/A,N/A
2019-20 Upper Deck Series 2,284,Tyler Ennis,N/A,N/A
2019-20 Upper Deck Series 2,285,Ron Hainsey,N/A,N/A
2019-20 Upper Deck Series 2,286,Artem Anisimov,N/A,N/A
2019-20 Upper Deck Series 2,287,Brady Tkachuk,N/A,N/A
2019-20 Upper Deck Series 2,288,Colin White,N/A,N/A
2019-20 Upper Deck Series 2,289,Nikita Zaitsev,N/A,N/A
2019-20 Upper Deck Series 2,290,Craig Anderson,N/A,N/A
2019-20 Upper Deck Series 2,291,Jonathan Huberdeau,N/A,N/A
2019-20 Upper Deck Series 2,292,Vincent Trocheck,N/A,N/A
2019-20 Upper Deck Series 2,293,Aaron Ekblad,N/A,N/A
2019-20 Upper Deck Series 2,294,Brett Connolly,N/A,N/A
2019-20 Upper Deck Series 2,295,Evgeny Dadonov,N/A,N/A
2019-20 Upper Deck Series 2,296,Sergei Bobrovsky,N/A,N/A
2019-20 Upper Deck Series 2,297,Anton Stralman,N/A,N/A
2019-20 Upper Deck Series 2,298,Carey Price,N/A,N/A
2019-20 Upper Deck Series 2,299,Jonathan Drouin,N/A,N/A
2019-20 Upper Deck Series 2,300,Brendan Gallagher,N/A,N/A
2019-20 Upper Deck Series 2,301,Paul Byron,N/A,N/A
2019-20 Upper Deck Series 2,302,Joel Armia,N/A,N/A
2019-20 Upper Deck Series 2,303,Artturi Lehkonen,N/A,N/A
2019-20 Upper Deck Series 2,304,Sebastian Aho,N/A,N/A
2019-20 Upper Deck Series 2,305,Ryan Dzingel,N/A,N/A
2019-20 Upper Deck Series 2,306,James Reimer,N/A,N/A
2019-20 Upper Deck Series 2,307,Petr Mrazek,N/A,N/A
2019-20 Upper Deck Series 2,308,Jordan Staal,N/A,N/A
2019-20 Upper Deck Series 2,309,Jaccob Slavin,N/A,N/A
2019-20 Upper Deck Series 2,310,Alexander Ovechkin,N/A,N/A
2019-20 Upper Deck Series 2,311,Nicklas Backstrom,N/A,N/A
2019-20 Upper Deck Series 2,312,Radko Gudas,N/A,N/A
2019-20 Upper Deck Series 2,313,Dmitri Orlov,N/A,N/A
2019-20 Upper Deck Series 2,314,Carl Hagelin,N/A,N/A
2019-20 Upper Deck Series 2,315,Jakub Vrana,N/A,N/A
2019-20 Upper Deck Series 2,316,Gustav Nyquist,N/A,N/A
2019-20 Upper Deck Series 2,317,Joonas Korpisalo,N/A,N/A
2019-20 Upper Deck Series 2,318,Brandon Dubinsky,N/A,N/A
2019-20 Upper Deck Series 2,319,Zach Werenski,N/A,N/A
2019-20 Upper Deck Series 2,320,Nick Foligno,N/A,N/A
2019-20 Upper Deck Series 2,321,Pierre-Luc Dubois,N/A,N/A
2019-20 Upper Deck Series 2,322,Ryan Murray,N/A,N/A
2019-20 Upper Deck Series 2,323,Claude Giroux,N/A,N/A
2019-20 Upper Deck Series 2,324,Matt Niskanen,N/A,N/A
2019-20 Upper Deck Series 2,325,Kevin Hayes,N/A,N/A
2019-20 Upper Deck Series 2,326,Shayne Gostisbehere,N/A,N/A
2019-20 Upper Deck Series 2,327,Travis Konecny,N/A,N/A
2019-20 Upper Deck Series 2,328,Justin Braun,N/A,N/A
2019-20 Upper Deck Series 2,329,Brian Elliott,N/A,N/A
2019-20 Upper Deck Series 2,330,P.K. Subban,N/A,N/A
2019-20 Upper Deck Series 2,331,Wayne Simmonds,N/A,N/A
2019-20 Upper Deck Series 2,332,Will Butcher,N/A,N/A
2019-20 Upper Deck Series 2,333,Cory Schneider,N/A,N/A
2019-20 Upper Deck Series 2,334,Travis Zajac,N/A,N/A
2019-20 Upper Deck Series 2,335,Sami Vatanen,N/A,N/A
2019-20 Upper Deck Series 2,336,Nico Hischier,N/A,N/A
2019-20 Upper Deck Series 2,337,Artemi Panarin,N/A,N/A
2019-20 Upper Deck Series 2,338,Mika Zibanejad,N/A,N/A
2019-20 Upper Deck Series 2,339,Brady Skjei,N/A,N/A
2019-20 Upper Deck Series 2,340,Lias Andersson,N/A,N/A
2019-20 Upper Deck Series 2,341,Anthony DeAngelo,N/A,N/A
2019-20 Upper Deck Series 2,342,Brendan Smith,N/A,N/A
2019-20 Upper Deck Series 2,343,Jacob Trouba,N/A,N/A
2019-20 Upper Deck Series 2,344,Semyon Varlamov,N/A,N/A
2019-20 Upper Deck Series 2,345,Anders Lee,N/A,N/A
2019-20 Upper Deck Series 2,346,Jordan Eberle,N/A,N/A
2019-20 Upper Deck Series 2,347,Matt Martin,N/A,N/A
2019-20 Upper Deck Series 2,348,Anthony Beauvillier,N/A,N/A
2019-20 Upper Deck Series 2,349,Thomas Greiss,N/A,N/A
2019-20 Upper Deck Series 2,350,Evgeni Malkin,N/A,N/A
2019-20 Upper Deck Series 2,351,Jake Guentzel,N/A,N/A
2019-20 Upper Deck Series 2,352,Kristopher Letang,N/A,N/A
2019-20 Upper Deck Series 2,353,Alex Galchenyuk,N/A,N/A
2019-20 Upper Deck Series 2,354,Brian Dumoulin,N/A,N/A
2019-20 Upper Deck Series 2,355,Brandon Tanev,N/A,N/A
2019-20 Upper Deck Series 2,356,Blake Wheeler,N/A,N/A
2019-20 Upper Deck Series 2,357,Mathieu Perreault,N/A,N/A
2019-20 Upper Deck Series 2,358,Neal Pionk,N/A,N/A
2019-20 Upper Deck Series 2,359,Patrik Laine,N/A,N/A
2019-20 Upper Deck Series 2,360,Kyle Connor,N/A,N/A
2019-20 Upper Deck Series 2,361,Jack Roslovic,N/A,N/A
2019-20 Upper Deck Series 2,362,Patrick Kane,N/A,N/A
2019-20 Upper Deck Series 2,363,Alex DeBrincat,N/A,N/A
2019-20 Upper Deck Series 2,364,Robin Lehner,N/A,N/A
2019-20 Upper Deck Series 2,365,Andrew Shaw,N/A,N/A
2019-20 Upper Deck Series 2,366,Calvin de Haan,N/A,N/A
2019-20 Upper Deck Series 2,367,Olli Maatta,N/A,N/A
2019-20 Upper Deck Series 2,368,Vladimir Tarasenko,N/A,N/A
2019-20 Upper Deck Series 2,369,Alexander Steen,N/A,N/A
2019-20 Upper Deck Series 2,370,Colton Parayko,N/A,N/A
2019-20 Upper Deck Series 2,371,Jaden Schwartz,N/A,N/A
2019-20 Upper Deck Series 2,372,Jay Bouwmeester,N/A,N/A
2019-20 Upper Deck Series 2,373,Vince Dunn,N/A,N/A
2019-20 Upper Deck Series 2,374,Mats Zuccarello,N/A,N/A
2019-20 Upper Deck Series 2,375,Ryan Hartman,N/A,N/A
2019-20 Upper Deck Series 2,376,Zach Parise,N/A,N/A
2019-20 Upper Deck Series 2,377,Devan Dubnyk,N/A,N/A
2019-20 Upper Deck Series 2,378,Mikko Koivu,N/A,N/A
2019-20 Upper Deck Series 2,379,Kevin Fiala,N/A,N/A
2019-20 Upper Deck Series 2,380,Joonas Donskoi,N/A,N/A
2019-20 Upper Deck Series 2,381,Nazem Kadri,N/A,N/A
2019-20 Upper Deck Series 2,382,Mikko Rantanen,N/A,N/A
2019-20 Upper Deck Series 2,383,Gabriel Landeskog,N/A,N/A
2019-20 Upper Deck Series 2,384,Andre Burakovsky,N/A,N/A
2019-20 Upper Deck Series 2,385,Erik Johnson,N/A,N/A
2019-20 Upper Deck Series 2,386,Colin Wilson,N/A,N/A
2019-20 Upper Deck Series 2,387,Matt Duchene,N/A,N/A
2019-20 Upper Deck Series 2,388,Ryan Johansen,N/A,N/A
2019-20 Upper Deck Series 2,389,Roman Josi,N/A,N/A
2019-20 Upper Deck Series 2,390,Pekka Rinne,N/A,N/A
2019-20 Upper Deck Series 2,391,Colton Sissons,N/A,N/A
2019-20 Upper Deck Series 2,392,Craig Smith,N/A,N/A
2019-20 Upper Deck Series 2,393,Joe Pavelski,N/A,N/A
2019-20 Upper Deck Series 2,394,Corey Perry,N/A,N/A
2019-20 Upper Deck Series 2,395,Jamie Benn,N/A,N/A
2019-20 Upper Deck Series 2,396,Ben Bishop,N/A,N/A
2019-20 Upper Deck Series 2,397,Andrej Sekera,N/A,N/A
2019-20 Upper Deck Series 2,398,Miro Heiskanen,N/A,N/A
2019-20 Upper Deck Series 2,399,Anze Kopitar,N/A,N/A
2019-20 Upper Deck Series 2,400,Dustin Brown,N/A,N/A
2019-20 Upper Deck Series 2,401,Alex Iafallo,N/A,N/A
2019-20 Upper Deck Series 2,402,Alec Martinez,N/A,N/A
2019-20 Upper Deck Series 2,403,Trevor Lewis,N/A,N/A
2019-20 Upper Deck Series 2,404,Adrian Kempe,N/A,N/A
2019-20 Upper Deck Series 2,405,Phil Kessel,N/A,N/A
2019-20 Upper Deck Series 2,406,Oliver Ekman-Larsson,N/A,N/A
2019-20 Upper Deck Series 2,407,Antti Raanta,N/A,N/A
2019-20 Upper Deck Series 2,408,Nick Schmaltz,N/A,N/A
2019-20 Upper Deck Series 2,409,Clayton Keller,N/A,N/A
2019-20 Upper Deck Series 2,410,Michael Grabner,N/A,N/A
2019-20 Upper Deck Series 2,411,Erik Karlsson,N/A,N/A
2019-20 Upper Deck Series 2,412,Timo Meier,N/A,N/A
2019-20 Upper Deck Series 2,413,Joe Thornton,N/A,N/A
2019-20 Upper Deck Series 2,414,Kevin Labanc,N/A,N/A
2019-20 Upper Deck Series 2,415,Marc-Edouard Vlasic,N/A,N/A
2019-20 Upper Deck Series 2,416,Melker Karlsson,N/A,N/A
2019-20 Upper Deck Series 2,417,Tyler Myers,N/A,N/A
2019-20 Upper Deck Series 2,418,Brock Boeser,N/A,N/A
2019-20 Upper Deck Series 2,419,Jacob Markstrom,N/A,N/A
2019-20 Upper Deck Series 2,420,Alexander Edler,N/A,N/A
2019-20 Upper Deck Series 2,421,Chris Tanev,N/A,N/A
2019-20 Upper Deck Series 2,422,J.T. Miller,N/A,N/A
2019-20 Upper Deck Series 2,423,Tanner Pearson,N/A,N/A
