Set Name,Card #,Player Name,Team,Position
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-TM,Tyler Myers,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-TS,Tyler Seguin,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-VO,Vyacheslav Voynov,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-ZB,Zach Bogosian,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-AE,Aaron Ekblad,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-AG,Alex Galchenyuk,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-AO,Alexander Ovechkin,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-BB,Brent Burns,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-BE,Jamie Benn,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-BI,Ben Bishop,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-BR,Bobby Ryan,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-BW,Blake Wheeler,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-CC,Charlie Coyle,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-CK,Chris Kreider,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-CO,Corey Crawford,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-CP,Carey Price,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-CR,Sidney Crosby,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-DD,Drew Doughty,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-DK,David Krejci,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-EK,Evgeny Kuznetsov,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-EL,Elias Lindholm,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-EM,Evgeni Malkin,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-GN,Gustav Nyquist,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-HE,Tomas Hertl,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-HL,Henrik Lundqvist,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-HS,Henrik Sedin,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-HU,Jonathan Huberdeau,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-HZ,Henrik Zetterberg,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JB,Jonathan Bernier,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JD,Jonathan Drouin,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JE,Jordan Eberle,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JG,Johnny Gaudreau,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JH,Jonas Hiller,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JI,Jiri Hudler,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JN,James Neal,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JP,Jason Pominville,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JQ,Jonathan Quick,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JT,Jacob Trouba,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-JV,James Van Riemsdyk,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-KA,Erik Karlsson,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-KO,Kyle Okposo,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-ML,Milan Lucic,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-MP,Max Pacioretty,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-NB,Nicklas Backstrom,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-NK,Nazem Kadri,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-NM,Nathan MacKinnon,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-OL,Oliver Ekman-Larsson,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-OP,Ondrej Palat,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-PA,Ondrej Pavelec,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-PK,P.K. Subban,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-PR,Patrick Roy,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-PS,Patrick Sharp,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-RG,Ryan Getzlaf,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-RI,Pekka Rinne,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-RM,Ryan Miller,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-RN,Rick Nash,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SB,Sergei Bobrovsky,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SC,Sean Couturier,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SD,Shane Doan,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SH,Scott Hartnell,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SJ,Seth Jones,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SM,Steve Mason,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SR,Sam Reinhart,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SS,Steven Stamkos,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-SV,Semyon Varlamov,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-TA,John Tavares,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-TH,Taylor Hall,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-TJ,Tomas Jurco,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-TO,Jonathan Toews,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-TS,Tyler Seguin,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-TT,Tyler Toffoli,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-VH,Victor Hedman,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-VN,Valeri Nichushkin,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-VT,Vladimir Tarasenko,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-ZC,Zdeno Chara,N/A,N/A
2015-16 Upper Deck Series 1 UD Game Jersey,GJ-ZG,Zemgus Girgensons,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-1,Clayton Stoner,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-2,Cody McLeod,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-3,Derek Dorsett,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-4,Brian Boyle,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-5,Chris Neil,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-6,Dalton Prout,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-7,Matt Hendricks,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-8,Chris Thorburn,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-9,Brandon Bollig,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-10,Alex Petrovic,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-11,Antoine Roussel,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-12,Kyle Clifford,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-13,Shawn Thornton,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-14,Tom Wilson,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-15,Dustin Byfuglien,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-16,Radko Gudas,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-17,Wayne Simmonds,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-18,Zdeno Chara,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-19,Mark Borowiecki,N/A,N/A
2016-17 Upper Deck Series 1 Super Colossal,SC-20,Zac Rinaldo,N/A,N/A
2017-18 Upper Deck Series 1,1,Hampus Lindholm,N/A,N/A
2017-18 Upper Deck Series 1,2,Corey Perry,N/A,N/A
2017-18 Upper Deck Series 1,3,Cam Fowler,N/A,N/A
2017-18 Upper Deck Series 1,4,Kevin Bieksa,N/A,N/A
2017-18 Upper Deck Series 1,5,Rickard Rakell,N/A,N/A
2017-18 Upper Deck Series 1,6,Ryan Kesler,N/A,N/A
2017-18 Upper Deck Series 1,7,Alex Goligoski,N/A,N/A
2017-18 Upper Deck Series 1,8,Christian Dvorak,N/A,N/A
2017-18 Upper Deck Series 1,9,Jakob Chychrun,N/A,N/A
2017-18 Upper Deck Series 1,10,Max Domi,N/A,N/A
2017-18 Upper Deck Series 1,11,Tobias Rieder,N/A,N/A
2017-18 Upper Deck Series 1,12,Oliver Ekman-Larsson,N/A,N/A
2017-18 Upper Deck Series 1,13,Brad Marchand,N/A,N/A
2017-18 Upper Deck Series 1,14,Brandon Carlo,N/A,N/A
2017-18 Upper Deck Series 1,15,David Backes,N/A,N/A
2017-18 Upper Deck Series 1,16,Torey Krug,N/A,N/A
2017-18 Upper Deck Series 1,17,Tuukka Rask,N/A,N/A
2017-18 Upper Deck Series 1,18,Zdeno Chara,N/A,N/A
2017-18 Upper Deck Series 1,19,Jack Eichel,N/A,N/A
2017-18 Upper Deck Series 1,20,Jake McCabe,N/A,N/A
2017-18 Upper Deck Series 1,21,Kyle Okposo,N/A,N/A
2017-18 Upper Deck Series 1,22,Matt Moulson,N/A,N/A
2017-18 Upper Deck Series 1,23,Rasmus Ristolainen,N/A,N/A
2017-18 Upper Deck Series 1,24,Zach Bogosian,N/A,N/A
2017-18 Upper Deck Series 1,25,Matthew Stajan,N/A,N/A
2017-18 Upper Deck Series 1,26,Matthew Tkachuk,N/A,N/A
2017-18 Upper Deck Series 1,27,Michael Frolik,N/A,N/A
2017-18 Upper Deck Series 1,28,Mikael Backlund,N/A,N/A
2017-18 Upper Deck Series 1,29,Sean Monahan,N/A,N/A
2017-18 Upper Deck Series 1,30,Troy Brouwer,N/A,N/A
2017-18 Upper Deck Series 1,31,T.J. Brodie,N/A,N/A
2017-18 Upper Deck Series 1,32,Brett Pesce,N/A,N/A
2017-18 Upper Deck Series 1,33,Jaccob Slavin,N/A,N/A
2017-18 Upper Deck Series 1,34,Jordan Staal,N/A,N/A
2017-18 Upper Deck Series 1,35,Lee Stempniak,N/A,N/A
2017-18 Upper Deck Series 1,36,Sebastian Aho,N/A,N/A
2017-18 Upper Deck Series 1,37,Teuvo Teravainen,N/A,N/A
2017-18 Upper Deck Series 1,38,Cam Ward,N/A,N/A
2017-18 Upper Deck Series 1,39,Brent Seabrook,N/A,N/A
2017-18 Upper Deck Series 1,40,Corey Crawford,N/A,N/A
2017-18 Upper Deck Series 1,41,Jonathan Toews,N/A,N/A
2017-18 Upper Deck Series 1,42,Nick Schmaltz,N/A,N/A
2017-18 Upper Deck Series 1,43,Richard Panik,N/A,N/A
2017-18 Upper Deck Series 1,44,Ryan Hartman,N/A,N/A
2017-18 Upper Deck Series 1,45,Blake Comeau,N/A,N/A
2017-18 Upper Deck Series 1,46,Semyon Varlamov,N/A,N/A
2017-18 Upper Deck Series 1,47,Mikko Rantanen,N/A,N/A
2017-18 Upper Deck Series 1,48,Nathan MacKinnon,N/A,N/A
2017-18 Upper Deck Series 1,49,Tyson Barrie,N/A,N/A
2017-18 Upper Deck Series 1,50,Carl Soderberg,N/A,N/A
2017-18 Upper Deck Series 1,51,Brandon Dubinsky,N/A,N/A
2017-18 Upper Deck Series 1,52,David Savard,N/A,N/A
2017-18 Upper Deck Series 1,53,Lukas Sedlak,N/A,N/A
2017-18 Upper Deck Series 1,54,Sergei Bobrovsky,N/A,N/A
2017-18 Upper Deck Series 1,55,Seth Jones,N/A,N/A
2017-18 Upper Deck Series 1,56,Zach Werenski,N/A,N/A
2017-18 Upper Deck Series 1,57,Boone Jenner,N/A,N/A
2017-18 Upper Deck Series 1,58,Antoine Roussel,N/A,N/A
2017-18 Upper Deck Series 1,59,Radek Faksa,N/A,N/A
2017-18 Upper Deck Series 1,60,Dan Hamhuis,N/A,N/A
2017-18 Upper Deck Series 1,61,Jason Spezza,N/A,N/A
2017-18 Upper Deck Series 1,62,Kari Lehtonen,N/A,N/A
2017-18 Upper Deck Series 1,63,Stephen Johns,N/A,N/A
2017-18 Upper Deck Series 1,64,Tyler Seguin,N/A,N/A
2017-18 Upper Deck Series 1,65,Anthony Mantha,N/A,N/A
2017-18 Upper Deck Series 1,66,Gustav Nyquist,N/A,N/A
2017-18 Upper Deck Series 1,67,Henrik Zetterberg,N/A,N/A
2017-18 Upper Deck Series 1,68,Luke Glendening,N/A,N/A
2017-18 Upper Deck Series 1,69,Petr Mrazek,N/A,N/A
2017-18 Upper Deck Series 1,70,Riley Sheahan,N/A,N/A
2017-18 Upper Deck Series 1,71,Darren Helm,N/A,N/A
2017-18 Upper Deck Series 1,72,Adam Larsson,N/A,N/A
2017-18 Upper Deck Series 1,73,Andrej Sekera,N/A,N/A
2017-18 Upper Deck Series 1,74,Drake Caggiula,N/A,N/A
2017-18 Upper Deck Series 1,75,Leon Draisaitl,N/A,N/A
2017-18 Upper Deck Series 1,76,Mark Letestu,N/A,N/A
2017-18 Upper Deck Series 1,77,Matt Benning,N/A,N/A
2017-18 Upper Deck Series 1,78,Patrick Maroon,N/A,N/A
2017-18 Upper Deck Series 1,79,Colton Sceviour,N/A,N/A
2017-18 Upper Deck Series 1,80,Derek MacKenzie,N/A,N/A
2017-18 Upper Deck Series 1,81,Jason Demers,N/A,N/A
2017-18 Upper Deck Series 1,82,Jonathan Huberdeau,N/A,N/A
2017-18 Upper Deck Series 1,83,Mike Matheson,N/A,N/A
2017-18 Upper Deck Series 1,84,Vincent Trocheck,N/A,N/A
2017-18 Upper Deck Series 1,85,Roberto Luongo,N/A,N/A
2017-18 Upper Deck Series 1,86,Alec Martinez,N/A,N/A
2017-18 Upper Deck Series 1,87,Anze Kopitar,N/A,N/A
2017-18 Upper Deck Series 1,88,Derek Forbort,N/A,N/A
2017-18 Upper Deck Series 1,89,Dustin Brown,N/A,N/A
2017-18 Upper Deck Series 1,90,Jonathan Quick,N/A,N/A
2017-18 Upper Deck Series 1,91,Nic Dowd,N/A,N/A
2017-18 Upper Deck Series 1,92,Trevor Lewis,N/A,N/A
2017-18 Upper Deck Series 1,93,Charlie Coyle,N/A,N/A
2017-18 Upper Deck Series 1,94,Eric Staal,N/A,N/A
2017-18 Upper Deck Series 1,95,Jared Spurgeon,N/A,N/A
2017-18 Upper Deck Series 1,96,Jason Zucker,N/A,N/A
2017-18 Upper Deck Series 1,97,Jonas Brodin,N/A,N/A
2017-18 Upper Deck Series 1,98,Mathew Dumba,N/A,N/A
2017-18 Upper Deck Series 1,99,Zach Parise,N/A,N/A
2017-18 Upper Deck Series 1,100,Andrew Shaw,N/A,N/A
2017-18 Upper Deck Series 1,101,Artturi Lehkonen,N/A,N/A
2017-18 Upper Deck Series 1,102,Carey Price,N/A,N/A
2017-18 Upper Deck Series 1,103,Jeff Petry,N/A,N/A
2017-18 Upper Deck Series 1,104,Paul Byron,N/A,N/A
2017-18 Upper Deck Series 1,105,Phillip Danault,N/A,N/A
2017-18 Upper Deck Series 1,106,Shea Weber,N/A,N/A
2017-18 Upper Deck Series 1,107,Viktor Arvidsson,N/A,N/A
2017-18 Upper Deck Series 1,108,Calle Jarnkrok,N/A,N/A
2017-18 Upper Deck Series 1,109,Filip Forsberg,N/A,N/A
2017-18 Upper Deck Series 1,110,Mattias Ekholm,N/A,N/A
2017-18 Upper Deck Series 1,111,P.K. Subban,N/A,N/A
2017-18 Upper Deck Series 1,112,Kevin Fiala,N/A,N/A
2017-18 Upper Deck Series 1,113,Pekka Rinne,N/A,N/A
2017-18 Upper Deck Series 1,114,Adam Henrique,N/A,N/A
2017-18 Upper Deck Series 1,115,Miles Wood,N/A,N/A
2017-18 Upper Deck Series 1,116,Pavel Zacha,N/A,N/A
2017-18 Upper Deck Series 1,117,Taylor Hall,N/A,N/A
2017-18 Upper Deck Series 1,118,Travis Zajac,N/A,N/A
2017-18 Upper Deck Series 1,119,Andy Greene,N/A,N/A
2017-18 Upper Deck Series 1,120,Anthony Beauvillier,N/A,N/A
2017-18 Upper Deck Series 1,121,Calvin de Haan,N/A,N/A
2017-18 Upper Deck Series 1,122,Casey Cizikas,N/A,N/A
2017-18 Upper Deck Series 1,123,Joshua Bailey,N/A,N/A
2017-18 Upper Deck Series 1,124,Nikolai Kulemin,N/A,N/A
2017-18 Upper Deck Series 1,125,Thomas Greiss,N/A,N/A
2017-18 Upper Deck Series 1,126,Brady Skjei,N/A,N/A
2017-18 Upper Deck Series 1,127,J.T. Miller,N/A,N/A
2017-18 Upper Deck Series 1,128,Jimmy Vesey,N/A,N/A
2017-18 Upper Deck Series 1,129,Michael Grabner,N/A,N/A
2017-18 Upper Deck Series 1,130,Nick Holden,N/A,N/A
2017-18 Upper Deck Series 1,131,Rick Nash,N/A,N/A
2017-18 Upper Deck Series 1,132,Kevin Hayes,N/A,N/A
2017-18 Upper Deck Series 1,133,Clarke MacArthur,N/A,N/A
2017-18 Upper Deck Series 1,134,Derick Brassard,N/A,N/A
2017-18 Upper Deck Series 1,135,Dion Phaneuf,N/A,N/A
2017-18 Upper Deck Series 1,136,Kyle Turris,N/A,N/A
2017-18 Upper Deck Series 1,137,Jean-Gabriel Pageau,N/A,N/A
2017-18 Upper Deck Series 1,138,Mike Hoffman,N/A,N/A
2017-18 Upper Deck Series 1,139,Wayne Simmonds,N/A,N/A
2017-18 Upper Deck Series 1,140,Dale Weise,N/A,N/A
2017-18 Upper Deck Series 1,141,Ivan Provorov,N/A,N/A
2017-18 Upper Deck Series 1,142,Jakub Voracek,N/A,N/A
2017-18 Upper Deck Series 1,143,Travis Konecny,N/A,N/A
2017-18 Upper Deck Series 1,144,Valtteri Filppula,N/A,N/A
2017-18 Upper Deck Series 1,145,Carl Hagelin,N/A,N/A
2017-18 Upper Deck Series 1,146,Evgeni Malkin,N/A,N/A
2017-18 Upper Deck Series 1,147,Ian Cole,N/A,N/A
2017-18 Upper Deck Series 1,148,Matt Murray,N/A,N/A
2017-18 Upper Deck Series 1,149,Phil Kessel,N/A,N/A
2017-18 Upper Deck Series 1,150,Scott Wilson,N/A,N/A
2017-18 Upper Deck Series 1,151,Jake Guentzel,N/A,N/A
2017-18 Upper Deck Series 1,152,Joe Thornton,N/A,N/A
2017-18 Upper Deck Series 1,153,Joel Ward,N/A,N/A
2017-18 Upper Deck Series 1,154,Justin Braun,N/A,N/A
2017-18 Upper Deck Series 1,155,Marc-Edouard Vlasic,N/A,N/A
2017-18 Upper Deck Series 1,156,Mikkel Boedker,N/A,N/A
2017-18 Upper Deck Series 1,157,Paul Martin,N/A,N/A
2017-18 Upper Deck Series 1,158,Alex Pietrangelo,N/A,N/A
2017-18 Upper Deck Series 1,159,Jaden Schwartz,N/A,N/A
2017-18 Upper Deck Series 1,160,Jake Allen,N/A,N/A
2017-18 Upper Deck Series 1,161,Kyle Brodziak,N/A,N/A
2017-18 Upper Deck Series 1,162,Patrik Berglund,N/A,N/A
2017-18 Upper Deck Series 1,163,Paul Stastny,N/A,N/A
2017-18 Upper Deck Series 1,164,Alexander Killorn,N/A,N/A
2017-18 Upper Deck Series 1,165,Andrei Vasilevskiy,N/A,N/A
2017-18 Upper Deck Series 1,166,Anton Stralman,N/A,N/A
2017-18 Upper Deck Series 1,167,Brayden Point,N/A,N/A
2017-18 Upper Deck Series 1,168,Nikita Kucherov,N/A,N/A
2017-18 Upper Deck Series 1,169,Ondrej Palat,N/A,N/A
2017-18 Upper Deck Series 1,170,Auston Matthews,N/A,N/A
2017-18 Upper Deck Series 1,171,Frederik Andersen,N/A,N/A
2017-18 Upper Deck Series 1,172,Leo Komarov,N/A,N/A
2017-18 Upper Deck Series 1,173,Matt Martin,N/A,N/A
2017-18 Upper Deck Series 1,174,Mitch Marner,N/A,N/A
2017-18 Upper Deck Series 1,175,Nazem Kadri,N/A,N/A
2017-18 Upper Deck Series 1,176,William Nylander,N/A,N/A
2017-18 Upper Deck Series 1,177,Henrik Sedin,N/A,N/A
2017-18 Upper Deck Series 1,178,Jacob Markstrom,N/A,N/A
2017-18 Upper Deck Series 1,179,Brandon Sutter,N/A,N/A
2017-18 Upper Deck Series 1,180,Markus Granlund,N/A,N/A
2017-18 Upper Deck Series 1,181,Sven Baertschi,N/A,N/A
2017-18 Upper Deck Series 1,182,Troy Stecher,N/A,N/A
2017-18 Upper Deck Series 1,183,Marc-Andre Fleury,N/A,N/A
2017-18 Upper Deck Series 1,184,Jason Garrison,N/A,N/A
2017-18 Upper Deck Series 1,185,Brayden McNabb,N/A,N/A
2017-18 Upper Deck Series 1,186,Braden Holtby,N/A,N/A
2017-18 Upper Deck Series 1,187,Jay Beagle,N/A,N/A
2017-18 Upper Deck Series 1,188,John Carlson,N/A,N/A
2017-18 Upper Deck Series 1,189,Lars Eller,N/A,N/A
2017-18 Upper Deck Series 1,190,Evgeny Kuznetsov,N/A,N/A
2017-18 Upper Deck Series 1,191,Matt Niskanen,N/A,N/A
2017-18 Upper Deck Series 1,192,Nicklas Backstrom,N/A,N/A
2017-18 Upper Deck Series 1,193,Adam Lowry,N/A,N/A
2017-18 Upper Deck Series 1,194,Blake Wheeler,N/A,N/A
2017-18 Upper Deck Series 1,195,Bryan Little,N/A,N/A
2017-18 Upper Deck Series 1,196,Josh Morrissey,N/A,N/A
2017-18 Upper Deck Series 1,197,Mathieu Perreault,N/A,N/A
2017-18 Upper Deck Series 1,198,Patrik Laine,N/A,N/A
2017-18 Upper Deck Series 1,199,Checklist,N/A,N/A
2017-18 Upper Deck Series 1,200,Checklist,N/A,N/A
2017-18 Upper Deck Series 1,201,Nico Hischier [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,202,Kailer Yamamoto [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,203,Anders Bjork [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,204,Pierre-Luc Dubois [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,205,Josh Ho-Sang [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,206,Jon Gillies [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,207,Lucas Wallmark [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,208,Denis Gurianov [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,209,Alexander Kerfoot [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,210,Adrian Kempe [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,211,John Hayden [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,212,Jake DeBrusk [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,213,Janne Kuokkanen [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,214,Travis Sanheim [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,215,Gabriel Carlsson [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,216,Calle Rosen [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,217,Logan Brown [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,218,Rasmus Andersson [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,219,Alex Formenton [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,220,Ian McCoshen [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,221,Alex DeBrincat [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,222,Alexander Nylander [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,223,Nathan Walker [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,224,Evgeny Svechnikov [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,225,C.J. Smith [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,226,Samuel Morin [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,227,Filip Chytil [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,228,Tage Thompson [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,229,Andreas Borgman [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,230,Ivan Barbashev [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,231,Jonny Brodzinski [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,232,Robert Hagg [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,233,Riley Barber [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,234,Christian Fischer [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,235,Jakob Forsbacka-Karlsson [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,236,Haydn Fleury [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,237,Marcus Sorensen [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,238,Vladislav Kamenev [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,239,Jake Dotchin [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,240,Jack Roslovic [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,241,Nicolas Kerdiles [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,242,Charlie McAvoy [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,243,Carter Rowney [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,244,Vince Dunn [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,245,Victor Mete [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,246,Tyson Jost [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,247,Brock Boeser [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,248,Will Butcher [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,249,Alex Tuch [Young Guns],N/A,N/A
2017-18 Upper Deck Series 1,250,Checklist [Young Guns],N/A,N/A
2018-19 Upper Deck Series 1,1,Adam Henrique,N/A,N/A
2018-19 Upper Deck Series 1,2,Ryan Getzlaf,N/A,N/A
2018-19 Upper Deck Series 1,3,John Gibson,N/A,N/A
2018-19 Upper Deck Series 1,4,Cam Fowler,N/A,N/A
2018-19 Upper Deck Series 1,5,Brandon Montour,N/A,N/A
2018-19 Upper Deck Series 1,6,Rickard Rakell,N/A,N/A
2018-19 Upper Deck Series 1,7,Clayton Keller,N/A,N/A
2018-19 Upper Deck Series 1,8,Jakob Chychrun,N/A,N/A
2018-19 Upper Deck Series 1,9,Oliver Ekman-Larsson,N/A,N/A
