Set_Name,Card_Num,Player,Team,Is_Young_Gun,Set Name,Card,Description,Team City,Team Name,Rookie,Auto,Mem,#'d,SPs,Stated Odds,Point
VIEW DETAILS,137,Igor Shesterkin,Rangers,false,Platinum Sparkle Parallel - Goalies,137,Igor Shesterkin,New York,Rangers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,138,Jeremy Swayman,Bruins,false,Platinum Sparkle Parallel - Goalies,138,Jeremy Swayman,Boston,Bruins,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,139,Sergei Bobrovsky,Panthers,false,Platinum Sparkle Parallel - Goalies,139,Sergei Bobrovsky,Florida,Panthers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,140,Andrei Vasilevskiy,Lightning,false,Platinum Sparkle Parallel - Goalies,140,Andrei Vasilevskiy,Tampa Bay,Lightning,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,141,Thatcher Demko,Canucks,false,Platinum Sparkle Parallel - Goalies,141,Thatcher Demko,Vancouver,Canucks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,142,Juuse Saros,Predators,false,Platinum Sparkle Parallel - Goalies,142,Juuse Saros,Nashville,Predators,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,143,Jake Oettinger,Stars,false,Platinum Sparkle Parallel - Goalies,143,Jake Oettinger,Dallas,Stars,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,144,Ilya Sorokin,Islanders,false,Platinum Sparkle Parallel - Goalies,144,Ilya Sorokin,New York,Islanders,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,145,Pyotr Kochetkov,Hurricanes,false,Platinum Sparkle Parallel - Goalies,145,Pyotr Kochetkov,Carolina,Hurricanes,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,146,Jordan Binnington,Blues,false,Platinum Sparkle Parallel - Goalies,146,Jordan Binnington,St. Louis,Blues,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,147,Stuart Skinner,Oilers,false,Platinum Sparkle Parallel - Goalies,147,Stuart Skinner,Edmonton,Oilers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,148,Jacob Markstrom,Devils,false,Platinum Sparkle Parallel - Goalies,148,Jacob Markstrom,New Jersey,Devils,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,149,Dustin Wolf,Flames,false,Platinum Sparkle Parallel - Goalies,149,Dustin Wolf,Calgary,Flames,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,150,Ukko-Pekka Luukkonen,Sabres,false,Platinum Sparkle Parallel - Goalies,150,Ukko-Pekka Luukkonen,Buffalo,Sabres,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,151,Bill Guerin,Stars,false,Platinum Sparkle Parallel - Greats,151,Bill Guerin,Dallas,Stars,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,152,Henrik Sedin,Canucks,false,Platinum Sparkle Parallel - Greats,152,Henrik Sedin,Vancouver,Canucks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,153,Mark Recchi,Flyers,false,Platinum Sparkle Parallel - Greats,153,Mark Recchi,Philadelphia,Flyers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,154,Paul Coffey,Hurricanes,false,Platinum Sparkle Parallel - Greats,154,Paul Coffey,Carolina,Hurricanes,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,155,Tony Amonte,Blackhawks,false,Platinum Sparkle Parallel - Greats,155,Tony Amonte,Chicago,Blackhawks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,156,Ray Whitney,Coyotes,false,Platinum Sparkle Parallel - Greats,156,Ray Whitney,Phoenix,Coyotes,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,157,Henrik Zetterberg,Red Wings,false,Platinum Sparkle Parallel - Greats,157,Henrik Zetterberg,Detroit,Red Wings,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,158,Adam Graves,Rangers,false,Platinum Sparkle Parallel - Greats,158,Adam Graves,New York,Rangers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,159,John LeClair,Flyers,false,Platinum Sparkle Parallel - Greats,159,John LeClair,Philadelphia,Flyers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,160,Mike Gartner,Capitals,false,Platinum Sparkle Parallel - Greats,160,Mike Gartner,Washington,Capitals,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,161,Keith Tkachuk,Blues,false,Platinum Sparkle Parallel - Greats,161,Keith Tkachuk,St. Louis,Blues,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,162,Bernie Nicholls,Rangers,false,Platinum Sparkle Parallel - Greats,162,Bernie Nicholls,New York,Rangers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,163,Tuukka Rask,Bruins,false,Platinum Sparkle Parallel - Greats,163,Tuukka Rask,Boston,Bruins,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,164,Martin St. Louis,Rangers,false,Platinum Sparkle Parallel - Greats,164,Martin St. Louis,New York,Rangers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,165,Daniel Sedin,Canucks,false,Platinum Sparkle Parallel - Greats,165,Daniel Sedin,Vancouver,Canucks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,166,Teemu Selanne,Avalanche,false,Platinum Sparkle Parallel - Greats,166,Teemu Selanne,Colorado,Avalanche,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,167,Bryan Trottier,Islanders,false,Platinum Sparkle Parallel - Greats,167,Bryan Trottier,New York,Islanders,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,168,Chris Chelios,Red Wings,false,Platinum Sparkle Parallel - Greats,168,Chris Chelios,Detroit,Red Wings,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,169,Chris Pronger,Whalers,false,Platinum Sparkle Parallel - Greats,169,Chris Pronger,Hartford,Whalers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,170,Rick Nash,Blue Jackets,false,Platinum Sparkle Parallel - Greats,170,Rick Nash,Columbus,Blue Jackets,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,171,Ozzy Wiesblatt,Predators,false,Platinum Sparkle Parallel - Rookies,171,Ozzy Wiesblatt,Nashville,Predators,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,172,Colton Dach,Blackhawks,false,Platinum Sparkle Parallel - Rookies,172,Colton Dach,Chicago,Blackhawks,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,173,Owen Sillinger,Blue Jackets,false,Platinum Sparkle Parallel - Rookies,173,Owen Sillinger,Columbus,Blue Jackets,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,174,Ivan Demidov,Canadiens,false,Platinum Sparkle Parallel - Rookies,174,Ivan Demidov,Montreal,Canadiens,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,175,Rory Kerins,Flames,false,Platinum Sparkle Parallel - Rookies,175,Rory Kerins,Calgary,Flames,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,176,Jack Finley,Lightning,false,Platinum Sparkle Parallel - Rookies,176,Jack Finley,Tampa Bay,Lightning,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,177,Michael Callahan,Bruins,false,Platinum Sparkle Parallel - Rookies,177,Michael Callahan,Boston,Bruins,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,178,Marc Gatcomb,Islanders,false,Platinum Sparkle Parallel - Rookies,178,Marc Gatcomb,New York,Islanders,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,179,Donovan Sebrango,Senators,false,Platinum Sparkle Parallel - Rookies,179,Donovan Sebrango,Ottawa,Senators,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,180,Zayne Parekh,Flames,false,Platinum Sparkle Parallel - Rookies,180,Zayne Parekh,Calgary,Flames,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,181,Jacob Quillan,Maple Leafs,false,Platinum Sparkle Parallel - Rookies,181,Jacob Quillan,Toronto,Maple Leafs,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,182,Elias Pettersson D,Canucks,false,Platinum Sparkle Parallel - Rookies,182,Elias Pettersson D,Vancouver,Canucks,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,183,Oliver Moore,Blackhawks,false,Platinum Sparkle Parallel - Rookies,183,Oliver Moore,Chicago,Blackhawks,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,184,Ryan Suzuki,Hurricanes,false,Platinum Sparkle Parallel - Rookies,184,Ryan Suzuki,Carolina,Hurricanes,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,185,Parker Ford,Jets,false,Platinum Sparkle Parallel - Rookies,185,Parker Ford,Winnipeg,Jets,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,186,Zeev Buium,Wild,false,Platinum Sparkle Parallel - Rookies,186,Zeev Buium,Minnesota,Wild,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,187,Matthew Wood,Predators,false,Platinum Sparkle Parallel - Rookies,187,Matthew Wood,Nashville,Predators,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,188,Joakim Kemell,Predators,false,Platinum Sparkle Parallel - Rookies,188,Joakim Kemell,Nashville,Predators,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,189,Dylan Duke,Lightning,false,Platinum Sparkle Parallel - Rookies,189,Dylan Duke,Tampa Bay,Lightning,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,190,Niklas Kokko,Kraken,false,Platinum Sparkle Parallel - Rookies,190,Niklas Kokko,Seattle,Kraken,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,191,Jacob Melanson,Kraken,false,Platinum Sparkle Parallel - Rookies,191,Jacob Melanson,Seattle,Kraken,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,192,Carter Mazur,Red Wings,false,Platinum Sparkle Parallel - Rookies,192,Carter Mazur,Detroit,Red Wings,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,193,Artyom Levshunov,Blackhawks,false,Platinum Sparkle Parallel - Rookies,193,Artyom Levshunov,Chicago,Blackhawks,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,194,Jani Nyman,Kraken,false,Platinum Sparkle Parallel - Rookies,194,Jani Nyman,Seattle,Kraken,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,195,Luca Cagnoni,Sharks,false,Platinum Sparkle Parallel - Rookies,195,Luca Cagnoni,San Jose,Sharks,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,196,Dalibor Dvorsky,Blues,false,Platinum Sparkle Parallel - Rookies,196,Dalibor Dvorsky,St. Louis,Blues,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,197,Jimmy Snuggerud,Blues,false,Platinum Sparkle Parallel - Rookies,197,Jimmy Snuggerud,St. Louis,Blues,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,198,Ryan Leonard,Capitals,false,Platinum Sparkle Parallel - Rookies,198,Ryan Leonard,Washington,Capitals,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,199,Gabe Perreault,Rangers,false,Platinum Sparkle Parallel - Rookies,199,Gabe Perreault,New York,Rangers,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,200,Noah Ostlund,Sabres,false,Platinum Sparkle Parallel - Rookies,200,Noah Ostlund,Buffalo,Sabres,Rookie,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-201,Anaheim Ducks,Ducks,false,Emerald Parallel - Rookie Redemptions,RED-201,Anaheim Ducks,Anaheim,Ducks,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-202,Boston Bruins,Bruins,false,Emerald Parallel - Rookie Redemptions,RED-202,Boston Bruins,Boston,Bruins,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-203,Buffalo Sabres,Sabres,false,Emerald Parallel - Rookie Redemptions,RED-203,Buffalo Sabres,Buffalo,Sabres,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-204,Calgary Flames,Flames,false,Emerald Parallel - Rookie Redemptions,RED-204,Calgary Flames,Calgary,Flames,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-205,Carolina Hurricanes,Hurricanes,false,Emerald Parallel - Rookie Redemptions,RED-205,Carolina Hurricanes,Carolina,Hurricanes,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-206,Chicago Blackhawks,Blackhawks,false,Emerald Parallel - Rookie Redemptions,RED-206,Chicago Blackhawks,Chicago,Blackhawks,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-207,Colorado Avalanche,Avalanche,false,Emerald Parallel - Rookie Redemptions,RED-207,Colorado Avalanche,Colorado,Avalanche,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-208,Columbus Blue Jackets,Blue Jackets,false,Emerald Parallel - Rookie Redemptions,RED-208,Columbus Blue Jackets,Columbus,Blue Jackets,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-209,Dallas Stars,Stars,false,Emerald Parallel - Rookie Redemptions,RED-209,Dallas Stars,Dallas,Stars,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-210,Detroit Red Wings,Red Wings,false,Emerald Parallel - Rookie Redemptions,RED-210,Detroit Red Wings,Detroit,Red Wings,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-211,Edmonton Oilers,Oilers,false,Emerald Parallel - Rookie Redemptions,RED-211,Edmonton Oilers,Edmonton,Oilers,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-212,Florida Panthers,Panthers,false,Emerald Parallel - Rookie Redemptions,RED-212,Florida Panthers,Florida,Panthers,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-213,Los Angeles Kings,Kings,false,Emerald Parallel - Rookie Redemptions,RED-213,Los Angeles Kings,Los Angeles,Kings,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-214,Minnesota Wild,Wild,false,Emerald Parallel - Rookie Redemptions,RED-214,Minnesota Wild,Minnesota,Wild,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-215,Montreal Canadiens,Canadiens,false,Emerald Parallel - Rookie Redemptions,RED-215,Montreal Canadiens,Montreal,Canadiens,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-216,Nashville Predators,Predators,false,Emerald Parallel - Rookie Redemptions,RED-216,Nashville Predators,Nashville,Predators,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-217,New Jersey Devils,Devils,false,Emerald Parallel - Rookie Redemptions,RED-217,New Jersey Devils,New Jersey,Devils,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-218,New York Islanders,Islanders,false,Emerald Parallel - Rookie Redemptions,RED-218,New York Islanders,New York,Islanders,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-219,New York Rangers,Rangers,false,Emerald Parallel - Rookie Redemptions,RED-219,New York Rangers,New York,Rangers,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-220,Ottawa Senators,Senators,false,Emerald Parallel - Rookie Redemptions,RED-220,Ottawa Senators,Ottawa,Senators,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-221,Philadelphia Flyers,Flyers,false,Emerald Parallel - Rookie Redemptions,RED-221,Philadelphia Flyers,Philadelphia,Flyers,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-222,Pittsburgh Penguins,Penguins,false,Emerald Parallel - Rookie Redemptions,RED-222,Pittsburgh Penguins,Pittsburgh,Penguins,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-223,San Jose Sharks,Sharks,false,Emerald Parallel - Rookie Redemptions,RED-223,San Jose Sharks,San Jose,Sharks,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-224,Seattle Kraken,Kraken,false,Emerald Parallel - Rookie Redemptions,RED-224,Seattle Kraken,Seattle,Kraken,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-225,St. Louis Blues,Blues,false,Emerald Parallel - Rookie Redemptions,RED-225,St. Louis Blues,St. Louis,Blues,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-226,Tampa Bay Lightning,Lightning,false,Emerald Parallel - Rookie Redemptions,RED-226,Tampa Bay Lightning,Tampa Bay,Lightning,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-227,Toronto Maple Leafs,Maple Leafs,false,Emerald Parallel - Rookie Redemptions,RED-227,Toronto Maple Leafs,Toronto,Maple Leafs,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-228,Utah Hockey Club,Hockey Club,false,Emerald Parallel - Rookie Redemptions,RED-228,Utah Hockey Club,Utah,Hockey Club,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-229,Vancouver Canucks,Canucks,false,Emerald Parallel - Rookie Redemptions,RED-229,Vancouver Canucks,Vancouver,Canucks,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-230,Vegas Golden Knights,Golden Knights,false,Emerald Parallel - Rookie Redemptions,RED-230,Vegas Golden Knights,Vegas,Golden Knights,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-231,Washington Capitals,Capitals,false,Emerald Parallel - Rookie Redemptions,RED-231,Washington Capitals,Washington,Capitals,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-232,Winnipeg Jets,Jets,false,Emerald Parallel - Rookie Redemptions,RED-232,Winnipeg Jets,Winnipeg,Jets,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-233,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-233,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-234,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-234,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-235,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-235,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-236,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-236,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-237,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-237,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-238,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-238,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-239,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-239,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-240,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-240,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-241,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-241,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-242,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-242,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-243,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-243,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-244,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-244,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-245,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-245,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-246,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-246,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-247,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-247,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-248,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-248,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-249,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-249,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,RED-250,Wild Card,,false,Emerald Parallel - Rookie Redemptions,RED-250,Wild Card,,,TBD,,,,,Random Inserts in Hobby,24
VIEW DETAILS,1,Rasmus Dahlin,Sabres,false,Copper Parallel,1,Rasmus Dahlin,Buffalo,Sabres,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,2,Carter Verhaeghe,Panthers,false,Copper Parallel,2,Carter Verhaeghe,Florida,Panthers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,3,Jake Sanderson,Senators,false,Copper Parallel,3,Jake Sanderson,Ottawa,Senators,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,4,Jake DeBrusk,Canucks,false,Copper Parallel,4,Jake DeBrusk,Vancouver,Canucks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,5,Zach Werenski,Blue Jackets,false,Copper Parallel,5,Zach Werenski,Columbus,Blue Jackets,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,6,Steven Stamkos,Predators,false,Copper Parallel,6,Steven Stamkos,Nashville,Predators,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,7,Jake Neighbours,Blues,false,Copper Parallel,7,Jake Neighbours,St. Louis,Blues,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,8,Mikko Rantanen,Stars,false,Copper Parallel,8,Mikko Rantanen,Dallas,Stars,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,9,Arber Xhekaj,Canadiens,false,Copper Parallel,9,Arber Xhekaj,Montreal,Canadiens,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,10,Chandler Stephenson,Kraken,false,Copper Parallel,10,Chandler Stephenson,Seattle,Kraken,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,11,Cole Perfetti,Jets,false,Copper Parallel,11,Cole Perfetti,Winnipeg,Jets,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,12,Morgan Frost,Flames,false,Copper Parallel,12,Morgan Frost,Calgary,Flames,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,13,Sam Reinhart,Panthers,false,Copper Parallel,13,Sam Reinhart,Florida,Panthers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,14,Jamie Drysdale,Flyers,false,Copper Parallel,14,Jamie Drysdale,Philadelphia,Flyers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,15,Conor Garland,Canucks,false,Copper Parallel,15,Conor Garland,Vancouver,Canucks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,16,Cutter Gauthier,Ducks,false,Copper Parallel,16,Cutter Gauthier,Anaheim,Ducks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,17,Miro Heiskanen,Stars,false,Copper Parallel,17,Miro Heiskanen,Dallas,Stars,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,18,Anders Lee,Islanders,false,Copper Parallel,18,Anders Lee,New York,Islanders,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,19,Victor Hedman,Lightning,false,Copper Parallel,19,Victor Hedman,Tampa Bay,Lightning,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,20,Connor Zary,Flames,false,Copper Parallel,20,Connor Zary,Calgary,Flames,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,21,Trevor Moore,Kings,false,Copper Parallel,21,Trevor Moore,Los Angeles,Kings,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,22,Owen Tippett,Flyers,false,Copper Parallel,22,Owen Tippett,Philadelphia,Flyers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,23,Tomas Hertl,Golden Knights,false,Copper Parallel,23,Tomas Hertl,Vegas,Golden Knights,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,24,Jaccob Slavin,Hurricanes,false,Copper Parallel,24,Jaccob Slavin,Carolina,Hurricanes,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,25,Brandt Clarke,Kings,false,Copper Parallel,25,Brandt Clarke,Los Angeles,Kings,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,26,Michael Bunting,Predators,false,Copper Parallel,26,Michael Bunting,Nashville,Predators,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,27,William Karlsson,Golden Knights,false,Copper Parallel,27,William Karlsson,Vegas,Golden Knights,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,28,Andrei Svechnikov,Hurricanes,false,Copper Parallel,28,Andrei Svechnikov,Carolina,Hurricanes,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,29,Anze Kopitar,Kings,false,Copper Parallel,29,Anze Kopitar,Los Angeles,Kings,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,30,Bryan Rust,Penguins,false,Copper Parallel,30,Bryan Rust,Pittsburgh,Penguins,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,31,Mark Stone,Golden Knights,false,Copper Parallel,31,Mark Stone,Vegas,Golden Knights,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,32,JJ Peterka,Sabres,false,Copper Parallel,32,JJ Peterka,Buffalo,Sabres,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,33,Mattias Ekholm,Oilers,false,Copper Parallel,33,Mattias Ekholm,Edmonton,Oilers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,34,Adam Fox,Rangers,false,Copper Parallel,34,Adam Fox,New York,Rangers,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,35,Clayton Keller,Hockey Club,false,Copper Parallel,35,Clayton Keller,Utah,Hockey Club,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,36,Martin Necas,Avalanche,false,Copper Parallel,36,Martin Necas,Colorado,Avalanche,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,37,Matt Boldy,Wild,false,Copper Parallel,37,Matt Boldy,Minnesota,Wild,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,38,Evgeni Malkin,Penguins,false,Copper Parallel,38,Evgeni Malkin,Pittsburgh,Penguins,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,39,Pierre-Luc Dubois,Capitals,false,Copper Parallel,39,Pierre-Luc Dubois,Washington,Capitals,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,40,Tyler Bertuzzi,Blackhawks,false,Copper Parallel,40,Tyler Bertuzzi,Chicago,Blackhawks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,41,Mats Zuccarello,Wild,false,Copper Parallel,41,Mats Zuccarello,Minnesota,Wild,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,42,Macklin Celebrini,Sharks,false,Copper Parallel,42,Macklin Celebrini,San Jose,Sharks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,43,Dylan Strome,Capitals,false,Copper Parallel,43,Dylan Strome,Washington,Capitals,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,44,Teuvo Teravainen,Blackhawks,false,Copper Parallel,44,Teuvo Teravainen,Chicago,Blackhawks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,45,Brock Faber,Wild,false,Copper Parallel,45,Brock Faber,Minnesota,Wild,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,46,William Eklund,Sharks,false,Copper Parallel,46,William Eklund,San Jose,Sharks,,,,,,Random Inserts in Hobby,24
VIEW DETAILS,47,Logan Thompson,Capitals,false,Copper Parallel,47,Logan Thompson,Washington,Capitals,,,,,,Random Inserts in Hobby,24
